#,Word,Oxford 3000,Oxford 5000,Level,Part Of Speech,Site URL
1578,divert,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/divert
1579,divide,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/divide_2
1580,divide,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/divide_1
1581,divine,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/divine_1
1582,division,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/division
1583,divorce,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_1
1584,divorce,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_2
1585,divorced,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/divorced
1586,do,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/do1_1
1587,do,1,1,a1,auxiliary verb,https://www.oxfordlearnersdictionaries.com/definition/english/do1_2
1588,doctor,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doctor_1
1589,doctrine,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doctrine
1590,document,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/document_1
1591,document,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/document_2
1592,documentary,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/documentary_1
1593,documentation,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/documentation
1594,dog,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dog_1
1595,dollar,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dollar
1596,domain,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/domain
1597,domestic,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/domestic_1
1598,dominance,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dominance
1599,dominant,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dominant
1600,dominate,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dominate
1601,donate,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/donate
1602,donation,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/donation
1603,donor,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/donor
1604,door,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/door
1605,dose,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dose_1
1606,dot,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dot_1
1607,double,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/double_1
1608,double,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/double_5
1609,double,1,1,a2,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/double_2
1610,double,1,1,a2,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/double_3
1611,double,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/double_4
1612,doubt,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doubt_1
1613,doubt,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/doubt_2
1614,down,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/down_1
1615,down,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/down_2
1616,download,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/download_2
1617,download,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/download_1
1618,downstairs,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/downstairs_2
1619,downstairs,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/downstairs_1
1620,downtown,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/downtown_2
1621,downtown,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/downtown_1
1622,downtown,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/downtown_3
1623,downwards,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/downwards
1624,dozen,1,1,b2,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/dozen
1625,dozen,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dozen
1626,draft,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/draft_1
1627,draft,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/draft_2
1628,drag,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drag_1
1629,drain,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drain_1
1630,drama,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drama
1631,dramatic,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dramatic
1632,dramatically,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/dramatically
1633,draw,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/draw_1
1634,drawing,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drawing
1635,dream,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dream_1
1636,dream,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dream_2
1637,dress,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dress_1
1638,dress,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dress_2
1639,dressed,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dressed
1640,drift,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drift_1
1641,drink,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drink_1
1642,drink,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drink_2
1643,drive,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drive_2
1644,drive,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drive_1
1645,driver,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/driver
1646,driving,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/driving_2
1647,driving,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/driving_1
1648,drop,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drop_2
1649,drop,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drop_1
1650,drought,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drought
1651,drown,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/drown
1652,drug,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drug_1
1653,drum,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/drum_1
1654,drunk,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/drunk_1
1655,dry,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dry_1
1656,dry,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dry_2
1657,dual,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dual
1658,dub,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dub_1
1659,due,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/due_1
1660,dull,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dull_1
1661,dumb,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dumb_1
1662,dump,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dump_1
1663,duo,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duo
1664,duration,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duration
1665,during,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/during
1666,dust,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dust_1
1667,duty,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/duty
1668,dvd,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dvd
1669,dynamic,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dynamic_1
1670,dynamic,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dynamic_2
1671,each,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/each
1672,each,1,1,a1,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/each
1673,each,1,1,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/each
1674,eager,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/eager
1675,ear,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ear
1676,early,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/early_1
1677,early,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/early_2
1678,earn,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/earn
1679,earnings,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/earnings
1680,earth,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/earth_1
1681,earthquake,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/earthquake
1682,ease,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ease_1
1683,ease,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/ease_2
1684,easily,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/easily
1685,east,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/east_2
1686,east,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/east_3
1687,east,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/east_1
1688,eastern,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/eastern
1689,easy,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/easy_1
1690,eat,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/eat
1691,echo,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/echo_2
1692,echo,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/echo_1
1693,ecological,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ecological
1694,economic,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/economic
1695,economics,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/economics
1696,economist,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/economist
1697,economy,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/economy
1698,edge,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/edge_1
1699,edit,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/edit_2
1700,edition,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/edition
1701,editor,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/editor
1702,editorial,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/editorial_1
1703,educate,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/educate
1704,educated,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/educated
1705,education,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/education
1706,educational,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/educational
1707,educator,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/educator
1708,effect,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/effect_1
1709,effective,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/effective
1710,effectively,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/effectively
1711,effectiveness,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/effectiveness
1712,efficiency,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/efficiency
1713,efficient,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/efficient
1714,efficiently,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/efficiently
1715,effort,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/effort
1716,egg,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/egg_1
1717,ego,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ego
1718,eight,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/eight#eight_sng_1
1719,eighteen,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/eighteen
1720,eighty,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/eighty
1721,either,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/either_2
1722,either,1,1,a2,determiner,https://www.oxfordlearnersdictionaries.com/definition/english/either_1
1723,either,1,1,a2,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/either_1
1724,elaborate,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/elaborate_1
1725,elbow,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elbow_1
1726,elderly,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/elderly
1727,elect,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/elect_1
1728,election,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/election
1729,electoral,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electoral
1730,electric,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electric_1
1731,electrical,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electrical
1732,electricity,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/electricity
1733,electronic,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/electronic
1734,electronics,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/electronics
1735,elegant,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/elegant
1736,element,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/element
1737,elementary,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/elementary
1738,elephant,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/elephant
